,date,tempMax,tempMin,tempAvg,tempDeparture,hdd,cdd,precipitation,newSnow,snowDepth,station
0,2018-01-01,17,2,9.5,-23.6,55,0,0.00,0.0,1,Bridgeport Area
1,2018-01-02,25,12,18.5,-14.4,46,0,0.00,0.0,1,Bridgeport Area
2,2018-01-03,28,12,20.0,-12.7,45,0,0.00,0.0,1,Bridgeport Area
3,2018-01-04,27,22,24.5,-8.1,40,0,0.86,9.0,2,Bridgeport Area
4,2018-01-05,22,8,15.0,-17.4,50,0,0.00,0.0,8,Bridgeport Area
5,2018-01-06,13,3,8.0,-24.2,57,0,0.00,0.0,7,Bridgeport Area
6,2018-01-07,20,-2,9.0,-23.1,56,0,0.00,0.0,7,Bridgeport Area
7,2018-01-08,31,20,25.5,-6.4,39,0,0.03,0.3,7,Bridgeport Area
8,2018-01-09,43,25,34.0,2.2,31,0,0.00,0.0,5,Bridgeport Area
9,2018-01-10,36,19,27.5,-4.1,37,0,0.00,0.0,5,Bridgeport Area
10,2018-01-11,42,30,36.0,4.5,29,0,0.00,0.0,5,Bridgeport Area
11,2018-01-12,55,37,46.0,14.6,19,0,0.37,0.0,3,Bridgeport Area
12,2018-01-13,54,17,35.5,4.2,29,0,0.19,0.0,0,Bridgeport Area
13,2018-01-14,26,14,20.0,-11.2,45,0,0.00,0.0,0,Bridgeport Area
14,2018-01-15,26,15,20.5,-10.6,44,0,0.00,0.0,0,Bridgeport Area
15,2018-01-16,36,20,28.0,-3.0,37,0,0.00,0.0,0,Bridgeport Area
16,2018-01-17,37,22,29.5,-1.5,35,0,0.19,T,0,Bridgeport Area
17,2018-01-18,32,17,24.5,-6.4,40,0,0.00,0.0,0,Bridgeport Area
18,2018-01-19,36,20,28.0,-2.8,37,0,0.00,0.0,0,Bridgeport Area
19,2018-01-20,51,29,40.0,9.2,25,0,0.00,0.0,0,Bridgeport Area
20,2018-01-21,45,27,36.0,5.2,29,0,T,0.0,0,Bridgeport Area
21,2018-01-22,46,36,41.0,10.3,24,0,0.02,0.0,0,Bridgeport Area
22,2018-01-23,54,40,47.0,16.3,18,0,0.55,0.0,0,Bridgeport Area
23,2018-01-24,43,25,34.0,3.3,31,0,0.00,0.0,0,Bridgeport Area
24,2018-01-25,34,21,27.5,-3.2,37,0,0.00,0.0,0,Bridgeport Area
25,2018-01-26,34,22,28.0,-2.8,37,0,0.00,0.0,0,Bridgeport Area
26,2018-01-27,48,23,35.5,4.7,29,0,0.00,0.0,0,Bridgeport Area
27,2018-01-28,47,39,43.0,12.2,22,0,0.19,0.0,0,Bridgeport Area
28,2018-01-29,44,32,38.0,7.1,27,0,0.00,T,0,Bridgeport Area
29,2018-01-30,38,24,31.0,0.1,34,0,0.10,2.1,2,Bridgeport Area
30,2018-01-31,33,18,25.5,-5.5,39,0,0.00,0.0,1,Bridgeport Area
31,2018-01-01,17,6,11.5,-22.1,53,0,0.00,0.0,1,Islip Area
32,2018-01-02,25,10,17.5,-15.9,47,0,0.00,0.0,1,Islip Area
33,2018-01-03,28,10,19.0,-14.2,46,0,0.00,0.0,T,Islip Area
34,2018-01-04,30,21,25.5,-7.6,39,0,1.53,16.0,1,Islip Area
35,2018-01-05,21,10,15.5,-17.4,49,0,0.00,0.0,16,Islip Area
36,2018-01-06,12,6,9.0,-23.8,56,0,0.00,0.0,15,Islip Area
37,2018-01-07,19,2,10.5,-22.1,54,0,0.00,0.0,15,Islip Area
38,2018-01-08,35,18,26.5,-6.0,38,0,0.04,T,14,Islip Area
39,2018-01-09,42,23,32.5,0.2,32,0,0.00,0.0,13,Islip Area
40,2018-01-10,40,15,27.5,-4.7,37,0,0.00,0.0,11,Islip Area
41,2018-01-11,50,34,42.0,9.9,23,0,0.00,0.0,9,Islip Area
42,2018-01-12,58,47,52.5,20.5,12,0,0.37,0.0,6,Islip Area
43,2018-01-13,56,20,38.0,6.1,27,0,0.18,0.0,0,Islip Area
44,2018-01-14,26,17,21.5,-10.3,43,0,0.00,0.0,0,Islip Area
45,2018-01-15,27,18,22.5,-9.2,42,0,T,T,0,Islip Area
46,2018-01-16,40,21,30.5,-1.1,34,0,0.00,0.0,0,Islip Area
47,2018-01-17,41,25,33.0,1.5,32,0,0.22,T,0,Islip Area
48,2018-01-18,32,20,26.0,-5.4,39,0,0.00,0.0,0,Islip Area
49,2018-01-19,38,20,29.0,-2.4,36,0,0.00,0.0,0,Islip Area
50,2018-01-20,56,32,44.0,12.7,21,0,0.00,0.0,0,Islip Area
51,2018-01-21,51,30,40.5,9.2,24,0,0.00,0.0,0,Islip Area
52,2018-01-22,53,41,47.0,15.8,18,0,0.02,0.0,0,Islip Area
53,2018-01-23,58,43,50.5,19.3,14,0,0.88,0.0,0,Islip Area
54,2018-01-24,44,28,36.0,4.8,29,0,0.00,0.0,0,Islip Area
55,2018-01-25,36,27,31.5,0.3,33,0,0.00,0.0,0,Islip Area
56,2018-01-26,39,20,29.5,-1.7,35,0,0.00,0.0,0,Islip Area
57,2018-01-27,47,25,36.0,4.8,29,0,0.00,0.0,0,Islip Area
58,2018-01-28,47,40,43.5,12.3,21,0,0.24,0.0,0,Islip Area
59,2018-01-29,40,27,33.5,2.2,31,0,0.02,0.7,0,Islip Area
60,2018-01-30,34,22,28.0,-3.3,37,0,0.24,5.3,5,Islip Area
61,2018-01-31,32,15,23.5,-7.9,41,0,0.00,0.0,4,Islip Area
62,2018-01-01,19,8,13.5,-22.6,51,0,0.00,0.0,0,NY-LaGuardia AP Area
63,2018-01-02,26,14,20.0,-15.9,45,0,0.00,0.0,0,NY-LaGuardia AP Area
64,2018-01-03,30,17,23.5,-12.2,41,0,0.00,0.0,0,NY-LaGuardia AP Area
65,2018-01-04,29,20,24.5,-11.0,40,0,0.51,7.4,1,NY-LaGuardia AP Area
66,2018-01-05,20,10,15.0,-20.4,50,0,0.00,0.0,7,NY-LaGuardia AP Area
67,2018-01-06,15,8,11.5,-23.7,53,0,0.00,0.0,7,NY-LaGuardia AP Area
68,2018-01-07,18,6,12.0,-23.0,53,0,0.00,0.0,7,NY-LaGuardia AP Area
69,2018-01-08,33,18,25.5,-9.4,39,0,T,T,7,NY-LaGuardia AP Area
70,2018-01-09,43,30,36.5,1.8,28,0,0.00,0.0,4,NY-LaGuardia AP Area
71,2018-01-10,40,26,33.0,-1.6,32,0,0.00,0.0,3,NY-LaGuardia AP Area
72,2018-01-11,47,35,41.0,6.5,24,0,0.00,0.0,2,NY-LaGuardia AP Area
73,2018-01-12,60,37,48.5,14.1,16,0,0.69,0.0,0,NY-LaGuardia AP Area
74,2018-01-13,53,20,36.5,2.3,28,0,0.11,0.0,0,NY-LaGuardia AP Area
75,2018-01-14,24,15,19.5,-14.7,45,0,0.00,0.0,0,NY-LaGuardia AP Area
76,2018-01-15,30,16,23.0,-11.1,42,0,0.00,0.0,0,NY-LaGuardia AP Area
77,2018-01-16,34,24,29.0,-5.0,36,0,0.00,0.0,0,NY-LaGuardia AP Area
78,2018-01-17,36,23,29.5,-4.4,35,0,0.17,0.1,0,NY-LaGuardia AP Area
79,2018-01-18,33,20,26.5,-7.4,38,0,0.00,0.0,0,NY-LaGuardia AP Area
80,2018-01-19,40,26,33.0,-0.8,32,0,0.00,0.0,0,NY-LaGuardia AP Area
81,2018-01-20,54,37,45.5,11.7,19,0,0.00,0.0,0,NY-LaGuardia AP Area
82,2018-01-21,52,42,47.0,13.2,18,0,T,0.0,0,NY-LaGuardia AP Area
83,2018-01-22,45,36,40.5,6.7,24,0,T,0.0,0,NY-LaGuardia AP Area
84,2018-01-23,60,36,48.0,14.2,17,0,0.31,0.0,0,NY-LaGuardia AP Area
85,2018-01-24,45,28,36.5,2.7,28,0,0.00,0.0,0,NY-LaGuardia AP Area
86,2018-01-25,35,24,29.5,-4.3,35,0,0.00,0.0,0,NY-LaGuardia AP Area
87,2018-01-26,39,28,33.5,-0.3,31,0,0.00,0.0,0,NY-LaGuardia AP Area
88,2018-01-27,57,35,46.0,12.1,19,0,0.00,0.0,0,NY-LaGuardia AP Area
89,2018-01-28,54,42,48.0,14.1,17,0,0.27,0.0,0,NY-LaGuardia AP Area
90,2018-01-29,44,34,39.0,5.0,26,0,T,T,0,NY-LaGuardia AP Area
91,2018-01-30,37,26,31.5,-2.6,33,0,0.06,1.2,1,NY-LaGuardia AP Area
92,2018-01-31,34,19,26.5,-7.6,38,0,0.00,0.0,0,NY-LaGuardia AP Area
93,2018-01-01,18,7,12.5,-22.1,52,0,0.00,0.0,0,NY-Kennedy AP Area
94,2018-01-02,26,13,19.5,-14.9,45,0,0.00,0.0,0,NY-Kennedy AP Area
95,2018-01-03,28,12,20.0,-14.2,45,0,0.00,0.0,0,NY-Kennedy AP Area
96,2018-01-04,29,19,24.0,-10.0,41,0,0.49,8.0,1,NY-Kennedy AP Area
97,2018-01-05,19,9,14.0,-19.9,51,0,0.00,0.0,8,NY-Kennedy AP Area
98,2018-01-06,14,7,10.5,-23.2,54,0,0.00,0.0,8,NY-Kennedy AP Area
99,2018-01-07,18,4,11.0,-22.5,54,0,0.00,0.0,8,NY-Kennedy AP Area
100,2018-01-08,32,17,24.5,-8.9,40,0,0.02,T,8,NY-Kennedy AP Area
101,2018-01-09,43,26,34.5,1.3,30,0,0.00,0.0,7,NY-Kennedy AP Area
102,2018-01-10,39,21,30.0,-3.1,35,0,0.00,0.0,5,NY-Kennedy AP Area
103,2018-01-11,48,37,42.5,9.5,22,0,0.00,0.0,3,NY-Kennedy AP Area
104,2018-01-12,54,42,48.0,15.1,17,0,0.45,0.0,1,NY-Kennedy AP Area
105,2018-01-13,53,20,36.5,3.8,28,0,0.08,0.0,0,NY-Kennedy AP Area
106,2018-01-14,25,15,20.0,-12.6,45,0,0.00,0.0,0,NY-Kennedy AP Area
107,2018-01-15,30,17,23.5,-9.1,41,0,0.00,0.0,0,NY-Kennedy AP Area
108,2018-01-16,39,21,30.0,-2.5,35,0,0.00,0.0,0,NY-Kennedy AP Area
109,2018-01-17,37,23,30.0,-2.4,35,0,0.22,0.2,0,NY-Kennedy AP Area
110,2018-01-18,34,19,26.5,-5.8,38,0,0.00,0.0,0,NY-Kennedy AP Area
111,2018-01-19,38,22,30.0,-2.3,35,0,0.00,0.0,0,NY-Kennedy AP Area
112,2018-01-20,54,29,41.5,9.3,23,0,0.00,0.0,0,NY-Kennedy AP Area
113,2018-01-21,51,30,40.5,8.3,24,0,0.00,0.0,0,NY-Kennedy AP Area
114,2018-01-22,52,40,46.0,13.8,19,0,T,0.0,0,NY-Kennedy AP Area
115,2018-01-23,54,40,47.0,14.8,18,0,0.22,0.0,0,NY-Kennedy AP Area
116,2018-01-24,44,27,35.5,3.3,29,0,0.00,0.0,0,NY-Kennedy AP Area
117,2018-01-25,35,23,29.0,-3.2,36,0,0.00,0.0,0,NY-Kennedy AP Area
118,2018-01-26,36,24,30.0,-2.2,35,0,0.00,0.0,0,NY-Kennedy AP Area
119,2018-01-27,49,31,40.0,7.8,25,0,0.00,0.0,0,NY-Kennedy AP Area
120,2018-01-28,50,42,46.0,13.7,19,0,0.26,0.0,0,NY-Kennedy AP Area
121,2018-01-29,44,32,38.0,5.7,27,0,T,0.1,0,NY-Kennedy AP Area
122,2018-01-30,36,24,30.0,-2.4,35,0,0.10,1.4,1,NY-Kennedy AP Area
123,2018-01-31,32,18,25.0,-7.5,40,0,0.00,0.0,T,NY-Kennedy AP Area
124,2018-01-01,19,7,13.0,-22.2,52,0,0.00,0.0,T,NY-Central Park Area
125,2018-01-02,26,13,19.5,-15.5,45,0,0.00,0.0,0,NY-Central Park Area
126,2018-01-03,30,16,23.0,-11.8,42,0,0.00,0.0,T,NY-Central Park Area
127,2018-01-04,29,19,24.0,-10.7,41,0,0.76,9.8,1,NY-Central Park Area
128,2018-01-05,19,9,14.0,-20.5,51,0,0.00,0.0,7,NY-Central Park Area
129,2018-01-06,13,6,9.5,-24.9,55,0,0.00,0.0,6,NY-Central Park Area
130,2018-01-07,18,5,11.5,-22.7,53,0,0.00,0.0,6,NY-Central Park Area
131,2018-01-08,31,17,24.0,-10.1,41,0,0.01,T,5,NY-Central Park Area
132,2018-01-09,44,30,37.0,3.1,28,0,0.00,0.0,5,NY-Central Park Area
133,2018-01-10,43,30,36.5,2.7,28,0,0.00,0.0,4,NY-Central Park Area
134,2018-01-11,53,41,47.0,13.3,18,0,0.00,0.0,3,NY-Central Park Area
135,2018-01-12,61,44,52.5,18.9,12,0,0.54,0.0,T,NY-Central Park Area
136,2018-01-13,58,19,38.5,5.0,26,0,0.05,0.0,0,NY-Central Park Area
137,2018-01-14,25,15,20.0,-13.4,45,0,0.00,0.0,0,NY-Central Park Area
138,2018-01-15,30,16,23.0,-10.4,42,0,0.00,0.0,0,NY-Central Park Area
139,2018-01-16,36,25,30.5,-2.8,34,0,0.00,0.0,0,NY-Central Park Area
140,2018-01-17,36,22,29.0,-4.3,36,0,0.19,0.4,0,NY-Central Park Area
141,2018-01-18,32,18,25.0,-8.2,40,0,0.00,0.0,T,NY-Central Park Area
142,2018-01-19,41,24,32.5,-0.7,32,0,0.00,0.0,T,NY-Central Park Area
143,2018-01-20,52,38,45.0,11.8,20,0,0.00,0.0,T,NY-Central Park Area
144,2018-01-21,50,42,46.0,12.9,19,0,0.00,0.0,0,NY-Central Park Area
145,2018-01-22,49,38,43.5,10.4,21,0,0.01,0.0,0,NY-Central Park Area
146,2018-01-23,60,38,49.0,15.8,16,0,0.30,0.0,0,NY-Central Park Area
147,2018-01-24,44,27,35.5,2.3,29,0,0.00,0.0,0,NY-Central Park Area
148,2018-01-25,34,23,28.5,-4.7,36,0,0.00,0.0,0,NY-Central Park Area
149,2018-01-26,38,26,32.0,-1.2,33,0,0.00,0.0,0,NY-Central Park Area
150,2018-01-27,56,35,45.5,12.2,19,0,0.00,0.0,0,NY-Central Park Area
151,2018-01-28,55,46,50.5,17.1,14,0,0.21,0.0,0,NY-Central Park Area
152,2018-01-29,47,35,41.0,7.6,24,0,T,0.1,0,NY-Central Park Area
153,2018-01-30,36,24,30.0,-3.5,35,0,0.11,0.9,0,NY-Central Park Area
154,2018-01-31,33,18,25.5,-8.1,39,0,0.00,0.0,0,NY-Central Park Area
155,2018-01-01,20,6,13.0,-21.3,52,0,0.00,0.0,T,Newark Area
156,2018-01-02,27,12,19.5,-14.6,45,0,0.00,0.0,0,Newark Area
157,2018-01-03,30,10,20.0,-13.9,45,0,0.00,0.0,0,Newark Area
158,2018-01-04,29,18,23.5,-10.2,41,0,0.71,8.4,T,Newark Area
159,2018-01-05,18,9,13.5,-20.1,51,0,0.00,0.0,7,Newark Area
160,2018-01-06,14,6,10.0,-23.4,55,0,0.00,0.0,7,Newark Area
161,2018-01-07,18,4,11.0,-22.3,54,0,0.00,0.0,6,Newark Area
162,2018-01-08,31,16,23.5,-9.6,41,0,T,T,6,Newark Area
163,2018-01-09,44,23,33.5,0.5,31,0,0.00,0.0,5,Newark Area
164,2018-01-10,40,24,32.0,-0.9,33,0,0.00,0.0,3,Newark Area
165,2018-01-11,51,36,43.5,10.7,21,0,0.00,0.0,1,Newark Area
166,2018-01-12,64,42,53.0,20.3,12,0,0.55,0.0,0,Newark Area
167,2018-01-13,61,18,39.5,6.9,25,0,0.06,0.0,0,Newark Area
168,2018-01-14,27,15,21.0,-11.5,44,0,0.00,0.0,0,Newark Area
169,2018-01-15,32,15,23.5,-8.9,41,0,0.00,0.0,0,Newark Area
170,2018-01-16,38,22,30.0,-2.4,35,0,0.00,0.0,0,Newark Area
171,2018-01-17,36,21,28.5,-3.8,36,0,0.23,1.0,T,Newark Area
172,2018-01-18,35,17,26.0,-6.3,39,0,0.00,0.0,0,Newark Area
173,2018-01-19,39,20,29.5,-2.7,35,0,0.00,0.0,0,Newark Area
174,2018-01-20,55,32,43.5,11.3,21,0,0.00,0.0,0,Newark Area
175,2018-01-21,55,34,44.5,12.3,20,0,0.00,0.0,0,Newark Area
176,2018-01-22,51,39,45.0,12.8,20,0,0.01,0.0,0,Newark Area
177,2018-01-23,62,39,50.5,18.3,14,0,0.25,0.0,0,Newark Area
178,2018-01-24,44,27,35.5,3.3,29,0,0.00,0.0,0,Newark Area
179,2018-01-25,36,23,29.5,-2.7,35,0,0.00,0.0,0,Newark Area
180,2018-01-26,40,20,30.0,-2.3,35,0,0.00,0.0,0,Newark Area
181,2018-01-27,57,28,42.5,10.2,22,0,0.00,0.0,0,Newark Area
182,2018-01-28,54,42,48.0,15.6,17,0,0.20,0.0,0,Newark Area
183,2018-01-29,45,35,40.0,7.5,25,0,T,T,0,Newark Area
184,2018-01-30,37,24,30.5,-2.0,34,0,0.05,0.7,1,Newark Area
185,2018-01-31,33,17,25.0,-7.6,40,0,0.00,0.0,0,Newark Area
186,2018-01-01,18,3,10.5,-21.4,54,0,0.00,,,"Caldwell, NJ"
187,2018-01-02,26,10,18.0,-13.8,47,0,0.00,,,"Caldwell, NJ"
188,2018-01-03,29,6,17.5,-14.1,47,0,0.00,,,"Caldwell, NJ"
189,2018-01-04,25,16,20.5,-11.0,44,0,0.14,,,"Caldwell, NJ"
190,2018-01-05,16,7,11.5,-19.9,53,0,T,,,"Caldwell, NJ"
191,2018-01-06,13,5,9.0,-22.2,56,0,0.00,,,"Caldwell, NJ"
192,2018-01-07,18,-1,8.5,-22.6,56,0,0.00,,,"Caldwell, NJ"
193,2018-01-08,M,16,M,M,M,M,T,,,"Caldwell, NJ"
194,2018-01-09,M,M,M,M,M,M,0.00,,,"Caldwell, NJ"
195,2018-01-10,40,15,27.5,-3.3,37,0,0.00,,,"Caldwell, NJ"
196,2018-01-11,53,28,40.5,9.8,24,0,0.00,,,"Caldwell, NJ"
197,2018-01-12,64,41,52.5,21.9,12,0,1.15,,,"Caldwell, NJ"
198,2018-01-13,62,15,38.5,8.0,26,0,0.16,,,"Caldwell, NJ"
199,2018-01-14,25,12,18.5,-11.9,46,0,0.00,,,"Caldwell, NJ"
200,2018-01-15,30,13,21.5,-8.8,43,0,0.00,,,"Caldwell, NJ"
201,2018-01-16,34,22,28.0,-2.3,37,0,T,,,"Caldwell, NJ"
202,2018-01-17,33,18,25.5,-4.7,39,0,0.03,,,"Caldwell, NJ"
203,2018-01-18,31,11,21.0,-9.2,44,0,0.00,,,"Caldwell, NJ"
204,2018-01-19,38,14,26.0,-4.1,39,0,0.00,,,"Caldwell, NJ"
205,2018-01-20,49,31,40.0,9.9,25,0,0.00,,,"Caldwell, NJ"
206,2018-01-21,50,26,38.0,7.9,27,0,0.00,,,"Caldwell, NJ"
207,2018-01-22,49,38,43.5,13.4,21,0,T,,,"Caldwell, NJ"
208,2018-01-23,61,38,49.5,19.4,15,0,0.59,,,"Caldwell, NJ"
209,2018-01-24,43,24,33.5,3.4,31,0,0.00,,,"Caldwell, NJ"
210,2018-01-25,34,21,27.5,-2.6,37,0,0.00,,,"Caldwell, NJ"
211,2018-01-26,38,18,28.0,-2.1,37,0,0.00,,,"Caldwell, NJ"
212,2018-01-27,54,21,37.5,7.3,27,0,0.00,,,"Caldwell, NJ"
213,2018-01-28,52,36,44.0,13.8,21,0,0.01,,,"Caldwell, NJ"
214,2018-01-29,43,34,38.5,8.2,26,0,0.00,,,"Caldwell, NJ"
215,2018-01-30,36,21,28.5,-1.8,36,0,T,,,"Caldwell, NJ"
216,2018-01-31,31,15,23.0,-7.4,42,0,0.00,,,"Caldwell, NJ"
217,2018-01-01,18,5,11.5,-20.8,53,0,0.00,0.0,M,"Canoe Brook, NJ"
218,2018-01-02,20,5,12.5,-19.6,52,0,0.00,0.0,M,"Canoe Brook, NJ"
219,2018-01-03,26,8,17.0,-15.0,48,0,0.00,0.0,M,"Canoe Brook, NJ"
220,2018-01-04,29,8,18.5,-13.3,46,0,S,M,M,"Canoe Brook, NJ"
221,2018-01-05,24,8,16.0,-15.6,49,0,0.43A,4.3,4,"Canoe Brook, NJ"
222,2018-01-06,17,7,12.0,-19.5,53,0,0.00,0.0,M,"Canoe Brook, NJ"
223,2018-01-07,16,3,9.5,-21.8,55,0,0.00,0.0,M,"Canoe Brook, NJ"
224,2018-01-08,20,3,11.5,-19.7,53,0,0.00,0.0,M,"Canoe Brook, NJ"
225,2018-01-09,30,19,24.5,-6.6,40,0,0.01,T,M,"Canoe Brook, NJ"
226,2018-01-10,44,15,29.5,-1.5,35,0,0.00,0.0,M,"Canoe Brook, NJ"
227,2018-01-11,42,15,28.5,-2.3,36,0,0.00,0.0,M,"Canoe Brook, NJ"
228,2018-01-12,54,34,44.0,13.3,21,0,0.02,0.0,0,"Canoe Brook, NJ"
229,2018-01-13,63,30,46.5,15.9,18,0,1.56,0.0,0,"Canoe Brook, NJ"
230,2018-01-14,35,14,24.5,-6.0,40,0,0.00,0.0,0,"Canoe Brook, NJ"
231,2018-01-15,26,14,20.0,-10.4,45,0,0.00,0.0,0,"Canoe Brook, NJ"
232,2018-01-16,32,16,24.0,-6.4,41,0,0.00,0.0,0,"Canoe Brook, NJ"
233,2018-01-17,37,25,31.0,0.7,34,0,0.13,M,M,"Canoe Brook, NJ"
234,2018-01-18,34,14,24.0,-6.2,41,0,0.03,1.0,1,"Canoe Brook, NJ"
235,2018-01-19,33,13,23.0,-7.2,42,0,0.00,0.0,M,"Canoe Brook, NJ"
236,2018-01-20,38,15,26.5,-3.6,38,0,0.00,0.0,M,"Canoe Brook, NJ"
237,2018-01-21,52,27,39.5,9.4,25,0,0.00,0.0,0,"Canoe Brook, NJ"
238,2018-01-22,51,27,39.0,8.9,26,0,S,0.0,0,"Canoe Brook, NJ"
239,2018-01-23,52,37,44.5,14.4,20,0,0.45A,0.0,0,"Canoe Brook, NJ"
240,2018-01-24,60,40,50.0,19.9,15,0,0.13,0.0,0,"Canoe Brook, NJ"
241,2018-01-25,42,23,32.5,2.4,32,0,0.00,0.0,0,"Canoe Brook, NJ"
242,2018-01-26,35,18,26.5,-3.6,38,0,0.00,0.0,0,"Canoe Brook, NJ"
243,2018-01-27,40,18,29.0,-1.1,36,0,0.00,0.0,0,"Canoe Brook, NJ"
244,2018-01-28,55,23,39.0,8.9,26,0,0.18,0.0,0,"Canoe Brook, NJ"
245,2018-01-29,49,33,41.0,10.8,24,0,0.00,0.0,0,"Canoe Brook, NJ"
246,2018-01-30,45,31,38.0,7.8,27,0,0.01,T,M,"Canoe Brook, NJ"
247,2018-01-31,37,17,27.0,-3.3,38,0,0.00,0.0,0,"Canoe Brook, NJ"
248,2018-01-01,11,0,5.5,-23.6,59,0,M,0.0,,"Charlotteburg, NJ"
249,2018-01-02,14,0,7.0,-21.9,58,0,0.05A,0.0,,"Charlotteburg, NJ"
250,2018-01-03,22,7,14.5,-14.2,50,0,0.00,0.0,,"Charlotteburg, NJ"
251,2018-01-04,27,6,16.5,-12.1,48,0,S,M,,"Charlotteburg, NJ"
252,2018-01-05,20,3,11.5,-16.9,53,0,M,M,,"Charlotteburg, NJ"
253,2018-01-06,11,2,6.5,-21.7,58,0,M,0.0,,"Charlotteburg, NJ"
254,2018-01-07,8,-1,3.5,-24.5,61,0,M,0.0,,"Charlotteburg, NJ"
255,2018-01-08,17,-1,8.0,-19.9,57,0,M,0.0,,"Charlotteburg, NJ"
256,2018-01-09,33,15,24.0,-3.7,41,0,0.26A,M,,"Charlotteburg, NJ"
257,2018-01-10,41,14,27.5,-0.1,37,0,0.00,0.0,,"Charlotteburg, NJ"
258,2018-01-11,38,13,25.5,-1.9,39,0,0.00,0.0,,"Charlotteburg, NJ"
259,2018-01-12,56,33,44.5,17.2,20,0,0.17,0.0,,"Charlotteburg, NJ"
260,2018-01-13,62,31,46.5,19.3,18,0,2.40,0.0,,"Charlotteburg, NJ"
261,2018-01-14,31,8,19.5,-7.6,45,0,0.00,0.0,,"Charlotteburg, NJ"
262,2018-01-15,21,8,14.5,-12.5,50,0,0.00,0.0,,"Charlotteburg, NJ"
263,2018-01-16,29,12,20.5,-6.4,44,0,0.00,0.0,,"Charlotteburg, NJ"
264,2018-01-17,31,21,26.0,-0.8,39,0,S,M,,"Charlotteburg, NJ"
265,2018-01-18,30,12,21.0,-5.7,44,0,0.30A,M,,"Charlotteburg, NJ"
266,2018-01-19,28,5,16.5,-10.2,48,0,0.00,0.0,,"Charlotteburg, NJ"
267,2018-01-20,39,5,22.0,-4.6,43,0,0.00,0.0,,"Charlotteburg, NJ"
268,2018-01-21,45,29,37.0,10.4,28,0,0.00,0.0,,"Charlotteburg, NJ"
269,2018-01-22,47,31,39.0,12.5,26,0,0.01,0.0,,"Charlotteburg, NJ"
270,2018-01-23,48,35,41.5,15.0,23,0,0.54,0.0,,"Charlotteburg, NJ"
271,2018-01-24,56,36,46.0,19.5,19,0,0.15,0.0,,"Charlotteburg, NJ"
272,2018-01-25,37,18,27.5,1.0,37,0,0.00,0.0,,"Charlotteburg, NJ"
273,2018-01-26,30,12,21.0,-5.5,44,0,0.00,0.0,,"Charlotteburg, NJ"
274,2018-01-27,36,12,24.0,-2.5,41,0,0.00,0.0,,"Charlotteburg, NJ"
275,2018-01-28,49,19,34.0,7.5,31,0,S,0.0,,"Charlotteburg, NJ"
276,2018-01-29,47,32,39.5,12.9,25,0,0.07A,0.0,,"Charlotteburg, NJ"
277,2018-01-30,44,28,36.0,9.4,29,0,0.02,M,,"Charlotteburg, NJ"
278,2018-01-31,33,12,22.5,-4.2,42,0,0.00,0.0,,"Charlotteburg, NJ"
279,2018-01-01,19,5,12.0,-21.5,53,0,0.00,0.0,T,"Harrison, NJ"
280,2018-01-02,18,5,11.5,-21.9,53,0,0.00,0.0,T,"Harrison, NJ"
281,2018-01-03,26,12,19.0,-14.2,46,0,0.00,0.0,T,"Harrison, NJ"
282,2018-01-04,28,13,20.5,-12.5,44,0,T,T,T,"Harrison, NJ"
283,2018-01-05,27,9,18.0,-14.9,47,0,0.67,8.0,8,"Harrison, NJ"
284,2018-01-06,17,7,12.0,-20.8,53,0,0.00,0.0,8,"Harrison, NJ"
285,2018-01-07,14,3,8.5,-24.1,56,0,0.00,0.0,8,"Harrison, NJ"
286,2018-01-08,19,3,11.0,-21.5,54,0,0.00,0.0,8,"Harrison, NJ"
287,2018-01-09,31,19,25.0,-7.4,40,0,0.01,T,7,"Harrison, NJ"
288,2018-01-10,44,24,34.0,1.7,31,0,0.00,0.0,5,"Harrison, NJ"
289,2018-01-11,40,24,32.0,-0.2,33,0,0.00,0.0,3,"Harrison, NJ"
290,2018-01-12,52,38,45.0,12.9,20,0,T,0.0,1,"Harrison, NJ"
291,2018-01-13,62,32,47.0,15.0,18,0,0.72,0.0,0,"Harrison, NJ"
292,2018-01-14,36,13,24.5,-7.4,40,0,0.00,0.0,0,"Harrison, NJ"
293,2018-01-15,25,13,19.0,-12.8,46,0,0.00,0.0,0,"Harrison, NJ"
294,2018-01-16,31,17,24.0,-7.8,41,0,0.00,0.0,0,"Harrison, NJ"
295,2018-01-17,36,27,31.5,-0.2,33,0,0.04,T,T,"Harrison, NJ"
296,2018-01-18,35,17,26.0,-5.7,39,0,0.18,1.0,1,"Harrison, NJ"
297,2018-01-19,39,19,29.0,-2.7,36,0,0.00,0.0,T,"Harrison, NJ"
298,2018-01-20,40,28,34.0,2.3,31,0,0.00,0.0,0,"Harrison, NJ"
299,2018-01-21,54,33,43.5,11.9,21,0,0.00,0.0,0,"Harrison, NJ"
300,2018-01-22,51,34,42.5,10.9,22,0,0.01,0.0,0,"Harrison, NJ"
301,2018-01-23,49,41,45.0,13.3,20,0,0.07,0.0,0,"Harrison, NJ"
302,2018-01-24,60,40,50.0,18.3,15,0,0.20,0.0,0,"Harrison, NJ"
303,2018-01-25,40,22,31.0,-0.7,34,0,0.00,0.0,0,"Harrison, NJ"
304,2018-01-26,34,23,28.5,-3.2,36,0,0.00,0.0,0,"Harrison, NJ"
