,date,tempMax,tempMin,tempAvg,tempDeparture,hdd,cdd,precipitation,newSnow,snowDepth,station
8707,2018-07-29,81,64,72.5,-1.9,0,8,0.00,0.0,0,"Danbury Co-op, CT"
8708,2018-07-30,80,61,70.5,-3.8,0,6,0.00,0.0,0,"Danbury Co-op, CT"
8709,2018-07-31,84,63,73.5,-0.7,0,9,0.00,0.0,0,"Danbury Co-op, CT"
8710,2018-07-01,89,67,78.0,7.5,0,13,T,,,"Groton Arpt, CT"
8711,2018-07-02,82,71,76.5,5.8,0,12,0.00,,,"Groton Arpt, CT"
8712,2018-07-03,80,71,75.5,4.5,0,11,T,,,"Groton Arpt, CT"
8713,2018-07-04,82,71,76.5,5.3,0,12,0.65,,,"Groton Arpt, CT"
8714,2018-07-05,84,71,77.5,6.2,0,13,T,,,"Groton Arpt, CT"
8715,2018-07-06,79,66,72.5,1.0,0,8,0.20,,,"Groton Arpt, CT"
8716,2018-07-07,73,57,65.0,-6.7,0,0,0.00,,,"Groton Arpt, CT"
8717,2018-07-08,74,54,64.0,-7.8,1,0,0.00,,,"Groton Arpt, CT"
8718,2018-07-09,79,57,68.0,-4.0,0,3,T,,,"Groton Arpt, CT"
8719,2018-07-10,84,62,73.0,0.9,0,8,0.00,,,"Groton Arpt, CT"
8720,2018-07-11,83,64,73.5,1.3,0,9,0.13,,,"Groton Arpt, CT"
8721,2018-07-12,80,61,70.5,-1.8,0,6,0.00,,,"Groton Arpt, CT"
8722,2018-07-13,76,58,67.0,-5.4,0,2,0.00,,,"Groton Arpt, CT"
8723,2018-07-14,75,64,69.5,-3.0,0,5,0.00,,,"Groton Arpt, CT"
8724,2018-07-15,79,68,73.5,0.9,0,9,T,,,"Groton Arpt, CT"
8725,2018-07-16,83,65,74.0,1.3,0,9,T,,,"Groton Arpt, CT"
8726,2018-07-17,81,70,75.5,2.8,0,11,0.44,,,"Groton Arpt, CT"
8727,2018-07-18,85,60,72.5,-0.3,0,8,0.00,,,"Groton Arpt, CT"
8728,2018-07-19,76,58,67.0,-5.8,0,2,0.00,,,"Groton Arpt, CT"
8729,2018-07-20,77,58,67.5,-5.4,0,3,0.00,,,"Groton Arpt, CT"
8730,2018-07-21,74,57,65.5,-7.4,0,1,0.03,,,"Groton Arpt, CT"
8731,2018-07-22,78,67,72.5,-0.4,0,8,1.24,,,"Groton Arpt, CT"
8732,2018-07-23,80,71,75.5,2.6,0,11,0.00,,,"Groton Arpt, CT"
8733,2018-07-24,80,72,76.0,3.1,0,11,0.01,,,"Groton Arpt, CT"
8734,2018-07-25,79,72,75.5,2.6,0,11,0.53,,,"Groton Arpt, CT"
8735,2018-07-26,80,72,76.0,3.1,0,11,0.33,,,"Groton Arpt, CT"
8736,2018-07-27,82,72,77.0,4.1,0,12,0.08,,,"Groton Arpt, CT"
8737,2018-07-28,81,70,75.5,2.6,0,11,0.55,,,"Groton Arpt, CT"
8738,2018-07-29,80,68,74.0,1.2,0,9,0.00,,,"Groton Arpt, CT"
8739,2018-07-30,80,64,72.0,-0.8,0,7,0.00,,,"Groton Arpt, CT"
8740,2018-07-31,78,64,71.0,-1.8,0,6,0.00,,,"Groton Arpt, CT"
8741,2018-07-01,92,69,80.5,8.8,0,16,0.00,0.0,0,"Groton Co-op, CT"
8742,2018-07-02,84,72,78.0,6.1,0,13,0.00,0.0,0,"Groton Co-op, CT"
8743,2018-07-03,83,71,77.0,4.9,0,12,0.00,0.0,0,"Groton Co-op, CT"
8744,2018-07-04,84,72,78.0,5.7,0,13,1.10,0.0,0,"Groton Co-op, CT"
8745,2018-07-05,84,72,78.0,5.5,0,13,0.00,0.0,0,"Groton Co-op, CT"
8746,2018-07-06,81,74,77.5,4.9,0,13,0.21,0.0,0,"Groton Co-op, CT"
8747,2018-07-07,76,57,66.5,-6.3,0,2,0.00,0.0,0,"Groton Co-op, CT"
8748,2018-07-08,75,57,66.0,-6.9,0,1,0.00,0.0,0,"Groton Co-op, CT"
8749,2018-07-09,79,60,69.5,-3.6,0,5,0.00,0.0,0,"Groton Co-op, CT"
8750,2018-07-10,86,65,75.5,2.3,0,11,0.00,0.0,0,"Groton Co-op, CT"
8751,2018-07-11,82,69,75.5,2.2,0,11,0.11,0.0,0,"Groton Co-op, CT"
8752,2018-07-12,80,62,71.0,-2.4,0,6,0.00,0.0,0,"Groton Co-op, CT"
8753,2018-07-13,76,61,68.5,-5.0,0,4,0.00,0.0,0,"Groton Co-op, CT"
8754,2018-07-14,74,65,69.5,-4.1,0,5,0.00,0.0,0,"Groton Co-op, CT"
8755,2018-07-15,82,69,75.5,1.9,0,11,0.00,0.0,0,"Groton Co-op, CT"
8756,2018-07-16,85,67,76.0,2.3,0,11,0.00,0.0,0,"Groton Co-op, CT"
8757,2018-07-17,81,71,76.0,2.2,0,11,0.44,0.0,0,"Groton Co-op, CT"
8758,2018-07-18,83,66,74.5,0.7,0,10,0.09,0.0,0,"Groton Co-op, CT"
8759,2018-07-19,78,59,68.5,-5.3,0,4,0.00,0.0,0,"Groton Co-op, CT"
8760,2018-07-20,79,60,69.5,-4.4,0,5,0.00,0.0,0,"Groton Co-op, CT"
8761,2018-07-21,73,61,67.0,-6.9,0,2,0.00,0.0,0,"Groton Co-op, CT"
8762,2018-07-22,77,66,71.5,-2.4,0,7,1.23,0.0,0,"Groton Co-op, CT"
8763,2018-07-23,80,72,76.0,2.1,0,11,0.00,0.0,0,"Groton Co-op, CT"
8764,2018-07-24,80,72,76.0,2.1,0,11,0.00,0.0,0,"Groton Co-op, CT"
8765,2018-07-25,78,73,75.5,1.6,0,11,0.04,0.0,0,"Groton Co-op, CT"
8766,2018-07-26,82,72,77.0,3.1,0,12,0.95,0.0,0,"Groton Co-op, CT"
8767,2018-07-27,83,73,78.0,4.1,0,13,0.00,0.0,0,"Groton Co-op, CT"
8768,2018-07-28,83,71,77.0,3.2,0,12,0.54,0.0,0,"Groton Co-op, CT"
8769,2018-07-29,83,67,75.0,1.2,0,10,0.00,0.0,0,"Groton Co-op, CT"
8770,2018-07-30,82,66,74.0,0.2,0,9,0.00,0.0,0,"Groton Co-op, CT"
8771,2018-07-31,79,65,72.0,-1.7,0,7,0.00,0.0,0,"Groton Co-op, CT"
8772,,,,,,,,,,,"Guilford, CT"
8773,,,,,,,,,,,"Guilford, CT"
8774,,,,,,,,,,,"Guilford, CT"
8775,,,,,,,,,,,"Guilford, CT"
8776,,,,,,,,,,,"Guilford, CT"
8777,,,,,,,,,,,"Guilford, CT"
8778,,,,,,,,,,,"Guilford, CT"
8779,,,,,,,,,,,"Guilford, CT"
8780,,,,,,,,,,,"Guilford, CT"
8781,,,,,,,,,,,"Guilford, CT"
8782,,,,,,,,,,,"Guilford, CT"
8783,,,,,,,,,,,"Guilford, CT"
8784,,,,,,,,,,,"Guilford, CT"
8785,,,,,,,,,,,"Guilford, CT"
8786,,,,,,,,,,,"Guilford, CT"
8787,,,,,,,,,,,"Guilford, CT"
8788,,,,,,,,,,,"Guilford, CT"
8789,,,,,,,,,,,"Guilford, CT"
8790,,,,,,,,,,,"Guilford, CT"
8791,,,,,,,,,,,"Guilford, CT"
8792,,,,,,,,,,,"Guilford, CT"
8793,,,,,,,,,,,"Guilford, CT"
8794,,,,,,,,,,,"Guilford, CT"
8795,,,,,,,,,,,"Guilford, CT"
8796,,,,,,,,,,,"Guilford, CT"
8797,,,,,,,,,,,"Guilford, CT"
8798,,,,,,,,,,,"Guilford, CT"
8799,,,,,,,,,,,"Guilford, CT"
8800,,,,,,,,,,,"Guilford, CT"
8801,,,,,,,,,,,"Guilford, CT"
8802,,,,,,,,,,,"Guilford, CT"
8803,2018-07-01,98,66,82.0,10.1,0,17,0.00,,,"Meriden Arpt, CT"
8804,2018-07-02,91,70,80.5,8.4,0,16,0.00,,,"Meriden Arpt, CT"
8805,2018-07-03,92,72,82.0,9.7,0,17,0.00,,,"Meriden Arpt, CT"
8806,2018-07-04,92,72,82.0,9.6,0,17,0.00,,,"Meriden Arpt, CT"
8807,2018-07-05,89,70,79.5,6.9,0,15,0.00,,,"Meriden Arpt, CT"
8808,2018-07-06,84,65,74.5,1.8,0,10,0.06,,,"Meriden Arpt, CT"
8809,2018-07-07,80,55,67.5,-5.4,0,3,0.00,,,"Meriden Arpt, CT"
8810,2018-07-08,85,52,68.5,-4.5,0,4,0.00,,,"Meriden Arpt, CT"
8811,2018-07-09,87,56,71.5,-1.6,0,7,0.00,,,"Meriden Arpt, CT"
8812,2018-07-10,92,59,75.5,2.3,0,11,T,,,"Meriden Arpt, CT"
8813,2018-07-11,87,64,75.5,2.2,0,11,0.01,,,"Meriden Arpt, CT"
8814,2018-07-12,86,57,71.5,-1.9,0,7,0.00,,,"Meriden Arpt, CT"
8815,2018-07-13,84,58,71.0,-2.5,0,6,0.00,,,"Meriden Arpt, CT"
8816,2018-07-14,86,63,74.5,1.0,0,10,0.02,,,"Meriden Arpt, CT"
8817,2018-07-15,87,70,78.5,4.9,0,14,0.12,,,"Meriden Arpt, CT"
8818,2018-07-16,92,65,78.5,4.9,0,14,0.00,,,"Meriden Arpt, CT"
8819,2018-07-17,89,70,79.5,5.9,0,15,1.62,,,"Meriden Arpt, CT"
8820,2018-07-18,84,58,71.0,-2.7,0,6,0.00,,,"Meriden Arpt, CT"
8821,2018-07-19,82,55,68.5,-5.2,0,4,0.00,,,"Meriden Arpt, CT"
8822,2018-07-20,83,56,69.5,-4.2,0,5,0.00,,,"Meriden Arpt, CT"
8823,2018-07-21,79,58,68.5,-5.2,0,4,T,,,"Meriden Arpt, CT"
8824,2018-07-22,81,66,73.5,-0.2,0,9,1.28,,,"Meriden Arpt, CT"
8825,2018-07-23,82,74,78.0,4.3,0,13,0.24,,,"Meriden Arpt, CT"
8826,2018-07-24,85,75,80.0,6.4,0,15,T,,,"Meriden Arpt, CT"
8827,2018-07-25,79,72,75.5,1.9,0,11,0.39,,,"Meriden Arpt, CT"
8828,2018-07-26,84,69,76.5,2.9,0,12,0.04,,,"Meriden Arpt, CT"
8829,2018-07-27,87,67,77.0,3.5,0,12,0.09,,,"Meriden Arpt, CT"
8830,2018-07-28,85,67,76.0,2.5,0,11,T,,,"Meriden Arpt, CT"
8831,2018-07-29,82,63,72.5,-0.9,0,8,0.00,,,"Meriden Arpt, CT"
8832,2018-07-30,81,61,71.0,-2.4,0,6,0.00,,,"Meriden Arpt, CT"
8833,2018-07-31,83,61,72.0,-1.3,0,7,0.00,,,"Meriden Arpt, CT"
8834,2018-07-01,90,67,78.5,5.3,0,14,0.00,0.0,0,"Mount Carmel, CT"
8835,2018-07-02,96,71,83.5,10.1,0,19,0.00,0.0,0,"Mount Carmel, CT"
8836,2018-07-03,92,72,82.0,8.4,0,17,0.00,0.0,0,"Mount Carmel, CT"
8837,2018-07-04,90,72,81.0,7.3,0,16,0.00,0.0,0,"Mount Carmel, CT"
8838,2018-07-05,89,70,79.5,5.6,0,15,0.00,0.0,0,"Mount Carmel, CT"
8839,2018-07-06,90,75,82.5,8.5,0,18,0.00,0.0,0,"Mount Carmel, CT"
8840,2018-07-07,85,54,69.5,-4.6,0,5,0.26,0.0,0,"Mount Carmel, CT"
8841,2018-07-08,80,53,66.5,-7.7,0,2,0.00,0.0,0,"Mount Carmel, CT"
8842,2018-07-09,82,59,70.5,-3.8,0,6,0.00,0.0,0,"Mount Carmel, CT"
8843,2018-07-10,89,60,74.5,0.1,0,10,0.00,0.0,0,"Mount Carmel, CT"
8844,2018-07-11,91,70,80.5,6.0,0,16,0.00,0.0,0,"Mount Carmel, CT"
8845,2018-07-12,90,60,75.0,0.5,0,10,0.00,0.0,0,"Mount Carmel, CT"
8846,2018-07-13,83,59,71.0,-3.6,0,6,0.00,0.0,0,"Mount Carmel, CT"
8847,2018-07-14,82,64,73.0,-1.6,0,8,0.00,0.0,0,"Mount Carmel, CT"
8848,2018-07-15,84,69,76.5,1.9,0,12,0.30,0.0,0,"Mount Carmel, CT"
8849,2018-07-16,86,67,76.5,1.9,0,12,0.00,0.0,0,"Mount Carmel, CT"
8850,2018-07-17,91,69,80.0,5.4,0,15,0.00,0.0,0,"Mount Carmel, CT"
8851,2018-07-18,85,64,74.5,-0.1,0,10,1.45,0.0,0,"Mount Carmel, CT"
8852,2018-07-19,82,58,70.0,-4.6,0,5,0.00,0.0,0,"Mount Carmel, CT"
8853,2018-07-20,82,56,69.0,-5.6,0,4,0.00,0.0,0,"Mount Carmel, CT"
8854,2018-07-21,83,57,70.0,-4.5,0,5,0.00,0.0,0,"Mount Carmel, CT"
8855,2018-07-22,80,64,72.0,-2.5,0,7,0.57,0.0,0,"Mount Carmel, CT"
8856,2018-07-23,82,73,77.5,3.1,0,13,0.81,0.0,0,"Mount Carmel, CT"
8857,2018-07-24,83,74,78.5,4.1,0,14,0.09,0.0,0,"Mount Carmel, CT"
8858,2018-07-25,84,74,79.0,4.7,0,14,0.00,0.0,0,"Mount Carmel, CT"
8859,2018-07-26,80,70,75.0,0.7,0,10,0.59,0.0,0,"Mount Carmel, CT"
8860,2018-07-27,82,66,74.0,-0.2,0,9,0.03,0.0,0,"Mount Carmel, CT"
8861,2018-07-28,84,64,74.0,-0.2,0,9,0.31,0.0,0,"Mount Carmel, CT"
8862,2018-07-29,82,63,72.5,-1.6,0,8,0.16,0.0,0,"Mount Carmel, CT"
8863,2018-07-30,79,60,69.5,-4.6,0,5,0.00,0.0,0,"Mount Carmel, CT"
8864,2018-07-31,78,60,69.0,-5.0,0,4,0.00,0.0,0,"Mount Carmel, CT"
8865,2018-07-01,90,68,79.0,6.9,0,14,0.00,,,"New Haven, CT"
8866,2018-07-02,88,73,80.5,8.2,0,16,0.00,,,"New Haven, CT"
8867,2018-07-03,89,73,81.0,8.5,0,16,0.00,,,"New Haven, CT"
8868,2018-07-04,89,73,81.0,8.3,0,16,0.00,,,"New Haven, CT"
8869,2018-07-05,88,73,80.5,7.6,0,16,0.00,,,"New Haven, CT"
8870,2018-07-06,83,67,75.0,1.9,0,10,0.17,,,"New Haven, CT"
8871,2018-07-07,75,56,65.5,-7.7,0,1,0.00,,,"New Haven, CT"
8872,2018-07-08,80,55,67.5,-5.9,0,3,0.00,,,"New Haven, CT"
8873,2018-07-09,85,61,73.0,-0.5,0,8,0.00,,,"New Haven, CT"
8874,2018-07-10,90,63,76.5,2.8,0,12,0.00,,,"New Haven, CT"
8875,2018-07-11,87,67,77.0,3.2,0,12,0.19,,,"New Haven, CT"
8876,2018-07-12,83,62,72.5,-1.4,0,8,0.00,,,"New Haven, CT"
8877,2018-07-13,83,61,72.0,-2.0,0,7,0.00,,,"New Haven, CT"
8878,2018-07-14,84,67,75.5,1.4,0,11,0.10,,,"New Haven, CT"
8879,2018-07-15,82,72,77.0,2.8,0,12,0.06,,,"New Haven, CT"
8880,2018-07-16,89,69,79.0,4.7,0,14,0.00,,,"New Haven, CT"
8881,2018-07-17,86,72,79.0,4.7,0,14,1.97,,,"New Haven, CT"
8882,2018-07-18,85,63,74.0,-0.4,0,9,0.00,,,"New Haven, CT"
8883,2018-07-19,79,61,70.0,-4.4,0,5,0.00,,,"New Haven, CT"
8884,2018-07-20,82,61,71.5,-3.0,0,7,0.00,,,"New Haven, CT"
8885,2018-07-21,75,62,68.5,-6.0,0,4,0.08,,,"New Haven, CT"
8886,2018-07-22,83,68,75.5,1.0,0,11,0.93,,,"New Haven, CT"
8887,2018-07-23,83,74,78.5,4.0,0,14,0.19,,,"New Haven, CT"
8888,2018-07-24,85,74,79.5,5.0,0,15,0.00,,,"New Haven, CT"
8889,2018-07-25,79,74,76.5,2.0,0,12,0.33,,,"New Haven, CT"
8890,2018-07-26,85,73,79.0,4.5,0,14,T,,,"New Haven, CT"
8891,2018-07-27,88,70,79.0,4.5,0,14,0.04,,,"New Haven, CT"
8892,2018-07-28,85,68,76.5,2.0,0,12,0.00,,,"New Haven, CT"
8893,2018-07-29,81,69,75.0,0.5,0,10,0.00,,,"New Haven, CT"
8894,2018-07-30,81,66,73.5,-0.9,0,9,0.00,,,"New Haven, CT"
8895,2018-07-31,83,65,74.0,-0.4,0,9,0.00,,,"New Haven, CT"
8896,2018-07-01,90,68,79.0,6.1,0,14,0.00,0.0,0,"Norwich Pub Util, CT"
8897,2018-07-02,101,70,85.5,12.4,0,21,0.00,0.0,0,"Norwich Pub Util, CT"
8898,2018-07-03,93,73,83.0,9.7,0,18,0.00,0.0,0,"Norwich Pub Util, CT"
8899,2018-07-04,93,74,83.5,10.0,0,19,0.00,0.0,0,"Norwich Pub Util, CT"
8900,2018-07-05,95,77,86.0,12.3,0,21,0.00,0.0,0,"Norwich Pub Util, CT"
8901,2018-07-06,89,77,83.0,9.1,0,18,0.00,0.0,0,"Norwich Pub Util, CT"
8902,2018-07-07,83,57,70.0,-4.0,0,5,0.29,0.0,0,"Norwich Pub Util, CT"
8903,2018-07-08,79,54,66.5,-7.7,0,2,0.00,0.0,0,"Norwich Pub Util, CT"
8904,2018-07-09,84,58,71.0,-3.3,0,6,0.00,0.0,0,"Norwich Pub Util, CT"
8905,2018-07-10,87,61,74.0,-0.4,0,9,0.00,0.0,0,"Norwich Pub Util, CT"
8906,2018-07-11,91,67,79.0,4.5,0,14,0.01,0.0,0,"Norwich Pub Util, CT"
8907,2018-07-12,85,61,73.0,-1.6,0,8,0.00,0.0,0,"Norwich Pub Util, CT"
8908,2018-07-13,84,60,72.0,-2.7,0,7,0.00,0.0,0,"Norwich Pub Util, CT"
8909,2018-07-14,81,61,71.0,-3.8,0,6,0.00,0.0,0,"Norwich Pub Util, CT"
8910,2018-07-15,77,65,71.0,-3.8,0,6,0.00,0.0,0,"Norwich Pub Util, CT"
8911,2018-07-16,87,70,78.5,3.6,0,14,0.00,0.0,0,"Norwich Pub Util, CT"
8912,2018-07-17,91,70,80.5,5.6,0,16,0.00,0.0,0,"Norwich Pub Util, CT"
8913,2018-07-18,86,70,78.0,3.1,0,13,1.34,0.0,0,"Norwich Pub Util, CT"
8914,2018-07-19,84,57,70.5,-4.4,0,6,0.00,0.0,0,"Norwich Pub Util, CT"
8915,2018-07-20,83,57,70.0,-4.9,0,5,0.00,0.0,0,"Norwich Pub Util, CT"
8916,2018-07-21,85,59,72.0,-2.9,0,7,0.00,0.0,0,"Norwich Pub Util, CT"
8917,2018-07-22,85,61,73.0,-1.9,0,8,0.24,0.0,0,"Norwich Pub Util, CT"
8918,2018-07-23,81,72,76.5,1.6,0,12,1.14,0.0,0,"Norwich Pub Util, CT"
8919,2018-07-24,82,74,78.0,3.1,0,13,0.04,0.0,0,"Norwich Pub Util, CT"
8920,2018-07-25,82,74,78.0,3.1,0,13,0.04,0.0,0,"Norwich Pub Util, CT"
8921,2018-07-26,80,73,76.5,1.7,0,12,0.00,0.0,0,"Norwich Pub Util, CT"
8922,2018-07-27,84,71,77.5,2.7,0,13,0.07,0.0,0,"Norwich Pub Util, CT"
8923,2018-07-28,89,73,81.0,6.3,0,16,0.22,0.0,0,"Norwich Pub Util, CT"
8924,2018-07-29,87,68,77.5,2.8,0,13,0.22,0.0,0,"Norwich Pub Util, CT"
8925,2018-07-30,82,64,73.0,-1.6,0,8,0.00,0.0,0,"Norwich Pub Util, CT"
8926,2018-07-31,83,65,74.0,-0.5,0,9,0.00,0.0,0,"Norwich Pub Util, CT"
8927,2018-07-01,,,,,,,0.00,,,"Putnam Lake, CT"
8928,2018-07-02,,,,,,,0.00,,,"Putnam Lake, CT"
8929,2018-07-03,,,,,,,0.00,,,"Putnam Lake, CT"
8930,2018-07-04,,,,,,,0.27,,,"Putnam Lake, CT"
8931,2018-07-05,,,,,,,0.01,,,"Putnam Lake, CT"
8932,2018-07-06,,,,,,,M,,,"Putnam Lake, CT"
8933,2018-07-07,,,,,,,0.18,,,"Putnam Lake, CT"
8934,2018-07-08,,,,,,,0.00,,,"Putnam Lake, CT"
8935,2018-07-09,,,,,,,0.00,,,"Putnam Lake, CT"
8936,2018-07-10,,,,,,,0.00,,,"Putnam Lake, CT"
8937,2018-07-11,,,,,,,0.00,,,"Putnam Lake, CT"
8938,2018-07-12,,,,,,,0.00,,,"Putnam Lake, CT"
8939,2018-07-13,,,,,,,0.00,,,"Putnam Lake, CT"
8940,2018-07-14,,,,,,,0.00,,,"Putnam Lake, CT"
8941,2018-07-15,,,,,,,0.52,,,"Putnam Lake, CT"
8942,2018-07-16,,,,,,,0.00,,,"Putnam Lake, CT"
8943,2018-07-17,,,,,,,0.00,,,"Putnam Lake, CT"
8944,2018-07-18,,,,,,,1.61,,,"Putnam Lake, CT"
8945,2018-07-19,,,,,,,0.00,,,"Putnam Lake, CT"
8946,2018-07-20,,,,,,,0.00,,,"Putnam Lake, CT"
8947,2018-07-21,,,,,,,0.01,,,"Putnam Lake, CT"
8948,2018-07-22,,,,,,,0.42,,,"Putnam Lake, CT"
8949,2018-07-23,,,,,,,0.96,,,"Putnam Lake, CT"
8950,2018-07-24,,,,,,,0.24,,,"Putnam Lake, CT"
8951,2018-07-25,,,,,,,0.00,,,"Putnam Lake, CT"
8952,2018-07-26,,,,,,,0.87,,,"Putnam Lake, CT"
8953,2018-07-27,,,,,,,0.00,,,"Putnam Lake, CT"
8954,2018-07-28,,,,,,,0.18,,,"Putnam Lake, CT"
8955,2018-07-29,,,,,,,0.06,,,"Putnam Lake, CT"
8956,2018-07-30,,,,,,,0.00,,,"Putnam Lake, CT"
8957,2018-07-31,,,,,,,0.00,,,"Putnam Lake, CT"
8958,2018-07-01,93,72,82.5,9.2,0,18,0.00,0.0,0,"Stamford 5 N, CT"
8959,2018-07-02,93,72,82.5,9.0,0,18,0.00,0.0,0,"Stamford 5 N, CT"
8960,2018-07-03,89,72,80.5,6.8,0,16,T,0.0,0,"Stamford 5 N, CT"
8961,2018-07-04,88,72,80.0,6.2,0,15,T,0.0,0,"Stamford 5 N, CT"
8962,2018-07-05,88,71,79.5,5.5,0,15,T,0.0,0,"Stamford 5 N, CT"
8963,2018-07-06,85,74,79.5,5.3,0,15,0.00,0.0,0,"Stamford 5 N, CT"
8964,2018-07-07,79,54,66.5,-7.8,0,2,0.00,0.0,0,"Stamford 5 N, CT"
8965,2018-07-08,80,55,67.5,-6.9,0,3,0.00,0.0,0,"Stamford 5 N, CT"
8966,2018-07-09,85,60,72.5,-2.0,0,8,0.00,0.0,0,"Stamford 5 N, CT"
8967,2018-07-10,91,66,78.5,3.9,0,14,0.00,0.0,0,"Stamford 5 N, CT"
8968,2018-07-11,91,71,81.0,6.3,0,16,0.00,0.0,0,"Stamford 5 N, CT"
8969,2018-07-12,84,64,74.0,-0.8,0,9,0.00,0.0,0,"Stamford 5 N, CT"
8970,2018-07-13,84,60,72.0,-2.9,0,7,0.00,0.0,0,"Stamford 5 N, CT"
8971,2018-07-14,88,64,76.0,1.1,0,11,0.00,0.0,0,"Stamford 5 N, CT"
8972,2018-07-15,88,70,79.0,4.1,0,14,0.36,0.0,0,"Stamford 5 N, CT"
8973,2018-07-16,90,71,80.5,5.5,0,16,0.00,0.0,0,"Stamford 5 N, CT"
8974,2018-07-17,87,71,79.0,4.0,0,14,0.55,0.0,0,"Stamford 5 N, CT"
8975,2018-07-18,82,66,74.0,-1.0,0,9,0.18,0.0,0,"Stamford 5 N, CT"
8976,2018-07-19,82,61,71.5,-3.5,0,7,0.00,0.0,0,"Stamford 5 N, CT"
8977,2018-07-20,80,62,71.0,-4.0,0,6,0.00,0.0,0,"Stamford 5 N, CT"
8978,2018-07-21,79,62,70.5,-4.5,0,6,0.14,0.0,0,"Stamford 5 N, CT"
8979,2018-07-22,80,67,73.5,-1.5,0,9,1.48,0.0,0,"Stamford 5 N, CT"
8980,2018-07-23,88,73,80.5,5.5,0,16,0.18,0.0,0,"Stamford 5 N, CT"
8981,2018-07-24,83,75,79.0,4.1,0,14,0.00,0.0,0,"Stamford 5 N, CT"
8982,2018-07-25,80,72,76.0,1.1,0,11,0.00,0.0,0,"Stamford 5 N, CT"
8983,2018-07-26,86,71,78.5,3.7,0,14,0.44,0.0,0,"Stamford 5 N, CT"
8984,2018-07-27,86,69,77.5,2.7,0,13,0.31,0.0,0,"Stamford 5 N, CT"
8985,2018-07-28,84,65,74.5,-0.2,0,10,0.10,0.0,0,"Stamford 5 N, CT"
8986,2018-07-29,81,66,73.5,-1.2,0,9,0.00,0.0,0,"Stamford 5 N, CT"
8987,2018-07-30,80,63,71.5,-3.1,0,7,0.00,0.0,0,"Stamford 5 N, CT"
8988,2018-07-31,79,64,71.5,-3.1,0,7,0.00,0.0,0,"Stamford 5 N, CT"
8989,2018-08-01,83,74,78.5,3.3,0,14,0.01,0.0,0,Islip Area
8990,2018-08-02,86,77,81.5,6.4,0,17,0.00,0.0,0,Islip Area
8991,2018-08-03,84,76,80.0,4.9,0,15,0.09,0.0,0,Islip Area
8992,2018-08-04,83,72,77.5,2.5,0,13,0.58,0.0,0,Islip Area
8993,2018-08-05,91,69,80.0,5.1,0,15,0.00,0.0,0,Islip Area
8994,2018-08-06,90,72,81.0,6.1,0,16,0.00,0.0,0,Islip Area
8995,2018-08-07,86,72,79.0,4.2,0,14,1.65,0.0,0,Islip Area
8996,2018-08-08,87,72,79.5,4.8,0,15,0.00,0.0,0,Islip Area
8997,2018-08-09,89,73,81.0,6.4,0,16,0.09,0.0,0,Islip Area
8998,2018-08-10,88,67,77.5,3.0,0,13,T,0.0,0,Islip Area
8999,2018-08-11,79,71,75.0,0.6,0,10,1.00,0.0,0,Islip Area
9000,2018-08-12,84,71,77.5,3.2,0,13,0.71,0.0,0,Islip Area
9001,2018-08-13,78,71,74.5,0.3,0,10,0.82,0.0,0,Islip Area
9002,2018-08-14,82,69,75.5,1.4,0,11,0.01,0.0,0,Islip Area
9003,2018-08-15,88,68,78.0,4.0,0,13,0.00,0.0,0,Islip Area
9004,2018-08-16,90,74,82.0,8.1,0,17,0.00,0.0,0,Islip Area
9005,2018-08-17,86,73,79.5,5.7,0,15,0.02,0.0,0,Islip Area
9006,2018-08-18,85,71,78.0,4.3,0,13,0.93,0.0,0,Islip Area
9007,2018-08-19,73,65,69.0,-4.5,0,4,0.05,0.0,0,Islip Area
9008,2018-08-20,74,65,69.5,-3.9,0,5,0.00,0.0,0,Islip Area
9009,2018-08-21,77,61,69.0,-4.3,0,4,0.00,0.0,0,Islip Area
9010,2018-08-22,85,69,77.0,3.9,0,12,0.19,0.0,0,Islip Area
9011,2018-08-23,78,61,69.5,-3.5,0,5,T,0.0,0,Islip Area
9012,2018-08-24,81,57,69.0,-3.8,0,4,0.00,0.0,0,Islip Area
9013,2018-08-25,79,60,69.5,-3.1,0,5,0.00,0.0,0,Islip Area
9014,2018-08-26,80,57,68.5,-4.0,0,4,0.00,0.0,0,Islip Area
9015,2018-08-27,89,70,79.5,7.2,0,15,0.00,0.0,0,Islip Area
9016,2018-08-28,92,73,82.5,10.4,0,18,0.00,0.0,0,Islip Area
9017,2018-08-29,92,75,83.5,11.6,0,19,0.00,0.0,0,Islip Area
9018,2018-08-30,89,75,82.0,10.3,0,17,0.00,0.0,0,Islip Area
9019,2018-08-31,79,69,74.0,2.5,0,9,0.00,0.0,0,Islip Area
9020,2018-08-01,93,75,84.0,4.8,0,19,0.04,0.0,0,NY-LaGuardia AP Area
9021,2018-08-02,92,78,85.0,5.8,0,20,0.21,0.0,0,NY-LaGuardia AP Area
9022,2018-08-03,87,76,81.5,2.4,0,17,0.19,0.0,0,NY-LaGuardia AP Area
9023,2018-08-04,89,74,81.5,2.4,0,17,1.34,0.0,0,NY-LaGuardia AP Area
9024,2018-08-05,94,77,85.5,6.5,0,21,0.00,0.0,0,NY-LaGuardia AP Area
9025,2018-08-06,95,81,88.0,9.1,0,23,0.00,0.0,0,NY-LaGuardia AP Area
